name,address_line_1,address_line_2,city,state_or_region,postal_code,country_code,latitude,longitude
Logan Square Lofts,1758 Harvest Ave,Apt 290,Dolton,IL,60419,US,41.633727,-87.595330
,1043 University St,Ste 828,Elgin,IL,60123,US,42.042320,-88.283368
,5254 River Ct,Ste 630,Normal,IL,61761,US,40.520505,-88.992893
,5699 Brook St,,Mount Prospect,IL,60056,US,42.083247,-87.949844
,5521 Holly Dr,,Chicago,IL,60601,US,41.888878,-87.621819
,6224 Magnolia Dr,Unit 369,Berwyn,IL,60402,US,41.842921,-87.808172
,7563 Lincoln Rd,,Harvey,IL,60426,US,41.626653,-87.661841
,9986 Sherman Rd,Unit 190,Joliet,IL,60432,US,41.516624,-88.078912
,9515 Roosevelt St,Apt 873,Berwyn,IL,60402,US,41.849960,-87.790014
,6409 Meadow Pl,,Markham,IL,60428,US,41.599766,-87.680877
,6284 Ninth Ter,Apt 648,Waukegan,IL,60087,US,42.367881,-87.856643
,3188 Central Ave,,Chicago,IL,60630,US,41.869624,-87.614040
,1610 Sunrise Dr,Unit 412,Harvey,IL,60426,US,41.601264,-87.643946
,9396 Sunset Dr,Ste 715,Bloomington,IL,61701,US,40.490037,-89.002579
,4141 Seventh St,Unit 252,Oak Park,IL,60301,US,41.883552,-87.786939
,7978 Sage Dr,,Waukegan,IL,60085,US,42.376771,-87.829416
,8740 Fourth Cir,Unit 460,Waukegan,IL,60087,US,42.375345,-87.826211
,1865 Eisenhower Rd,Unit 75,Chicago,IL,60613,US,41.883596,-87.613445
,4741 Oak Dr,,Chicago,IL,60630,US,41.891540,-87.643067
,4714 Roosevelt St,Ste 631,Waukegan,IL,60087,US,42.353681,-87.860714
,1110 Monroe St,,Chicago,IL,60657,US,41.897243,-87.631309
The Heritage,4354 Laurel Blvd,,Cicero,IL,60804,US,41.863144,-87.754427
,2332 Field Blvd,Apt 249,Urbana,IL,61801,US,40.105710,-88.215743
,7764 Madison Rd,Unit 937,Chicago,IL,60618,US,41.891476,-87.622962
,8673 Meadow Way,# 127,Normal,IL,61761,US,40.517916,-89.002171
,4077 High Ave,Unit 546,Elgin,IL,60120,US,42.018969,-88.289764
,5369 Grant Blvd,# 549,Chicago,IL,60613,US,41.890096,-87.648651
,4020 Kennedy Dr,,Chicago,IL,60640,US,41.893075,-87.636992
,7183 Glen Way,,Waukegan,IL,60087,US,42.372567,-87.834502
,1325 First Ave,,Calumet City,IL,60409,US,41.596003,-87.519597
Westside Commons,5369 Park Ave,,Evanston,IL,60201,US,42.052474,-87.686323
,2428 Tenth Ave,,Chicago,IL,60622,US,41.871408,-87.620305
,1042 Spring Ter,,Evanston,IL,60201,US,42.040569,-87.676009
The Pinnacle,9826 Market Cir,,Chicago,IL,60618,US,41.888172,-87.617177
,9330 Eleventh Ter,Ste 653,Chicago,IL,60657,US,41.872550,-87.638926
,4203 Eleventh Ave,,Chicago,IL,60601,US,41.859613,-87.640428
,368 First St,,Oak Park,IL,60302,US,41.872199,-87.776337
,6400 Orchard Dr,,Evanston,IL,60201,US,42.048351,-87.690374
,8342 Meadow Rd,Ste 514,Cicero,IL,60804,US,41.859528,-87.764143
,3168 North Dr,,Chicago,IL,60630,US,41.876240,-87.620777
,7423 Fern Cir,# 70,Downers Grove,IL,60515,US,41.788463,-87.993207
,2716 Lincoln Ave,Ste 336,Evanston,IL,60201,US,42.062316,-87.679785
,9018 Orchard St,Apt 171,Elgin,IL,60123,US,42.049495,-88.262961
,5460 Chestnut Blvd,Ste 740,Cicero,IL,60804,US,41.825956,-87.772910
,727 Elm Ct,,Normal,IL,61761,US,40.528921,-89.001144
,3688 Spring Ct,Ste 939,Chicago,IL,60640,US,41.885400,-87.625046
,902 Prairie St,Apt 756,Springfield,IL,62701,US,39.795096,-89.651056
,5401 Walnut St,,Downers Grove,IL,60515,US,41.827745,-88.014291
,4870 Union Dr,# 702,Harvey,IL,60426,US,41.617422,-87.646115
,4892 Creek Ave,,Chicago,IL,60641,US,41.862541,-87.644941
,5311 Elm Rd,Ste 744,Chicago,IL,60614,US,41.863611,-87.621872
,1568 Ninth Pl,Apt 699,Chicago,IL,60601,US,41.858114,-87.623650
Cedar Ridge,5470 Hillside St,# 145,Harvey,IL,60426,US,41.599326,-87.635266
The Pinnacle,4713 North Dr,# 399,Dolton,IL,60419,US,41.631340,-87.604409
,9017 Market Ter,Apt 214,Naperville,IL,60540,US,41.737739,-88.167310
,3353 Ninth Ct,,Harvey,IL,60426,US,41.628696,-87.663739
Northgate Apartments,3216 Hickory Ave,# 73,Decatur,IL,62523,US,39.824135,-88.945951
Westside Commons,4503 Adams Rd,,Springfield,IL,62701,US,39.782612,-89.654156
,3592 Truman Blvd,# 120,Evanston,IL,60201,US,42.052169,-87.702212
,133 Market Rd,Apt 965,Rockford,IL,61101,US,42.280451,-89.104895
,220 High Ave,,Chicago,IL,60613,US,41.886321,-87.646069
,5271 Valley Dr,Apt 491,Champaign,IL,61820,US,40.104139,-88.260462
,7953 College Ter,Ste 960,Arlington Heights,IL,60004,US,42.069161,-87.968345
,8873 Birch Ave,Ste 200,Cicero,IL,60804,US,41.833371,-87.745894
,5751 Jefferson St,,Evanston,IL,60202,US,42.042553,-87.706899
Elmwood Manor,7176 High Blvd,# 156,Arlington Heights,IL,60004,US,42.096423,-87.987593
,7047 First Ave,,Wheaton,IL,60187,US,41.869326,-88.123482
,3726 Brook Ct,Unit 356,Aurora,IL,60505,US,41.740682,-88.329717
,960 Holly St,Apt 500,Peoria,IL,61602,US,40.704128,-89.608132
Northgate Apartments,7180 Walnut Ave,,Normal,IL,61761,US,40.526739,-88.980707
,2446 Laurel Ave,# 68,Chicago,IL,60618,US,41.866701,-87.632891
,6470 Brook St,# 509,Chicago,IL,60647,US,41.891547,-87.634406
,9746 Kennedy Ave,Unit 717,Chicago,IL,60613,US,41.877393,-87.614209
,7554 Maple Ct,,Urbana,IL,61801,US,40.092490,-88.208569
,7841 Grant St,# 978,Chicago,IL,60618,US,41.886130,-87.641119
Riverside Plaza,4541 Liberty Rd,Ste 149,Chicago,IL,60657,US,41.867372,-87.649522
,5471 University Ln,Unit 29,Berwyn,IL,60402,US,41.870382,-87.798953
,2821 Mill Ln,# 447,Chicago,IL,60601,US,41.879059,-87.635754
,4634 Garden Blvd,Unit 518,Calumet City,IL,60409,US,41.609240,-87.539073
,2575 Magnolia Ave,Apt 853,Lansing,IL,60438,US,41.583403,-87.532608
,4439 Second Ct,Ste 261,Downers Grove,IL,60515,US,41.814136,-88.005202
,149 Park Ter,,Tinley Park,IL,60477,US,41.568960,-87.785859
,7486 Glen Ct,Ste 301,Chicago,IL,60657,US,41.883720,-87.617208
,1770 Sherman Way,# 50,Elgin,IL,60120,US,42.017238,-88.271443
,7304 Monroe Pl,# 292,Oak Park,IL,60301,US,41.871435,-87.777346
,9426 Cedar Way,,Bolingbrook,IL,60440,US,41.709796,-88.084415
,8421 Division St,Ste 495,Urbana,IL,61801,US,40.124597,-88.202007
,8752 Bluff Ave,Unit 404,Mount Prospect,IL,60056,US,42.052821,-87.931109
,7277 Fern St,# 159,Normal,IL,61761,US,40.496725,-88.999662
,9823 Jackson Dr,Apt 495,Lansing,IL,60438,US,41.567505,-87.537490
,2055 Twelfth Ct,Apt 716,Waukegan,IL,60087,US,42.378320,-87.837472
,2009 Pine Pl,,Waukegan,IL,60085,US,42.376651,-87.854844
,9551 Maple Ave,,Bloomington,IL,61701,US,40.474548,-89.011444
,6450 Sunrise St,,Evanston,IL,60201,US,42.026322,-87.676707
Westside Commons,7485 Academy Ave,Ste 302,Springfield,IL,62701,US,39.800930,-89.639501
,6593 Sixth Dr,,Chicago,IL,60630,US,41.897982,-87.623402
,9714 Jefferson Ave,Ste 47,Chicago,IL,60625,US,41.882369,-87.641842
,3213 Harvest Rd,,Downers Grove,IL,60515,US,41.826724,-88.018745
,5319 Jackson St,,Evanston,IL,60202,US,42.055246,-87.671277
,4147 Chestnut Ave,,Chicago,IL,60641,US,41.869130,-87.619116
,8718 Poplar Ct,,Markham,IL,60428,US,41.594702,-87.674195
,947 Sycamore St,Unit 644,Des Plaines,IL,60016,US,42.042687,-87.901854
,8707 Broad Ln,,Palatine,IL,60067,US,42.129136,-88.030954
,2715 Pine Cir,,Champaign,IL,61820,US,40.123671,-88.255055
Lakeshore Drive Apts,7783 Division Ave,,Dolton,IL,60419,US,41.656640,-87.613463
,6320 Washington Ct,Unit 664,Joliet,IL,60432,US,41.507740,-88.072260
,8572 Brook Ave,Ste 490,Decatur,IL,62523,US,39.845801,-88.947134
,9936 Hillside St,Apt 831,Decatur,IL,62523,US,39.859548,-88.947884
,9886 Chestnut Way,,Chicago,IL,60625,US,41.889586,-87.645666
,1212 West Ave,Ste 19,Blue Island,IL,60406,US,41.656216,-87.670181
,5331 Kennedy St,,Chicago,IL,60614,US,41.859851,-87.630359
,3829 College Ave,,Rockford,IL,61101,US,42.274273,-89.093920
Riverside Plaza,5149 Second St,Apt 559,Urbana,IL,61801,US,40.124476,-88.190713
,8290 Broad Blvd,,Elgin,IL,60120,US,42.018006,-88.263329
,6163 King Dr,# 632,Chicago,IL,60614,US,41.893780,-87.644192
,5032 Harvest St,Apt 638,Urbana,IL,61801,US,40.129629,-88.202999
,1624 Valley Way,,Waukegan,IL,60085,US,42.381609,-87.861140
,4887 Eleventh Ave,Ste 173,Chicago,IL,60630,US,41.866012,-87.639622
,7736 Mill Rd,,Schaumburg,IL,60193,US,42.032849,-88.093402
,7612 Lee Ter,,Chicago,IL,60647,US,41.889376,-87.621826
,3150 Madison Ter,Ste 807,Peoria,IL,61602,US,40.702176,-89.600045
,436 Walnut Rd,,Alsip,IL,60803,US,41.662500,-87.715896
,8792 Lake St,Apt 498,Chicago,IL,60657,US,41.897464,-87.645746
,2424 Hickory Ave,Ste 831,Des Plaines,IL,60016,US,42.025449,-87.870343
,1929 Broad Rd,,Aurora,IL,60505,US,41.765989,-88.323718
,5942 State St,,Calumet City,IL,60409,US,41.633053,-87.519612
,8746 Bluff St,,Des Plaines,IL,60016,US,42.041847,-87.873058
,1718 Forest Ln,,Evanston,IL,60201,US,42.051967,-87.698483
,1277 Twelfth Rd,,Markham,IL,60428,US,41.578606,-87.693381
The Pinnacle,4493 King Rd,,Tinley Park,IL,60477,US,41.562826,-87.792964
Westside Commons,2235 East Ter,Unit 608,Mount Prospect,IL,60056,US,42.067924,-87.918730
Park View Condos,1928 State Cir,Unit 66,Chicago,IL,60630,US,41.880934,-87.629329
,9126 Fern St,,Chicago,IL,60630,US,41.896161,-87.643918
,6652 Sherman Ave,Ste 755,Evanston,IL,60202,US,42.037696,-87.687092
,5744 Ninth St,,Chicago,IL,60630,US,41.870896,-87.615697
,540 College Ter,# 157,Midlothian,IL,60445,US,41.625238,-87.739379
,2074 Truman St,Apt 434,Chicago,IL,60618,US,41.894193,-87.622111
,480 Lee St,,Lansing,IL,60438,US,41.554617,-87.543488
,9148 Elm Dr,,Waukegan,IL,60085,US,42.359521,-87.845822
,4431 Maple Rd,Unit 405,Urbana,IL,61801,US,40.111862,-88.223898
The Grand,667 Seventh Dr,Ste 681,Oak Park,IL,60301,US,41.889873,-87.771375
Riverside Plaza,7424 Fern Dr,# 62,Skokie,IL,60076,US,42.014672,-87.740508
,4422 Academy Way,Unit 170,Naperville,IL,60540,US,41.737390,-88.168080
,7646 Sixth Blvd,,Arlington Heights,IL,60004,US,42.103081,-87.990983
,7493 Commerce Pl,,Springfield,IL,62701,US,39.788931,-89.666091
,9261 Sunset St,# 942,Joliet,IL,60432,US,41.542529,-88.072379
,1289 West Rd,Ste 150,Alsip,IL,60803,US,41.674905,-87.730142
,8800 Harvest Rd,,Chicago,IL,60625,US,41.883165,-87.629021
,7671 Holly Ln,# 234,Chicago,IL,60625,US,41.859688,-87.640841
,6066 North Ter,,Orland Park,IL,60462,US,41.632890,-87.847011
Oak Terrace,2946 Commerce Ln,Unit 402,Chicago,IL,60640,US,41.874559,-87.618361
,5565 Twelfth Pl,,Harvey,IL,60426,US,41.607987,-87.636945
,4601 Chestnut Ave,,Chicago,IL,60625,US,41.878877,-87.642643
,8319 Elm St,# 648,Downers Grove,IL,60515,US,41.800947,-88.029103
,422 King Ter,,Chicago,IL,60641,US,41.893514,-87.646753
Lincoln Square,7512 Market Rd,Apt 956,Chicago,IL,60614,US,41.880423,-87.623698
,2011 Lincoln Ct,,Chicago,IL,60601,US,41.871481,-87.643185
,756 Ash Ct,Apt 804,Springfield,IL,62701,US,39.786535,-89.665355
Maple Court,5647 Sage Ln,# 270,Skokie,IL,60076,US,42.037475,-87.738584
,1262 High Dr,,Chicago,IL,60613,US,41.874054,-87.639591
Logan Square Lofts,7493 Fern Blvd,,Oak Park,IL,60301,US,41.892552,-87.791059
,4028 Hill Blvd,,Schaumburg,IL,60193,US,42.032583,-88.096579
,1578 Madison St,,Lansing,IL,60438,US,41.578975,-87.527957
,7631 Orchard St,,Chicago,IL,60618,US,41.892070,-87.629861
,4524 Lake St,,Bloomington,IL,61701,US,40.481544,-88.999494
,9878 Ash Rd,,Dolton,IL,60419,US,41.648269,-87.593802
,6883 Hillside St,Apt 589,Chicago,IL,60657,US,41.886746,-87.623589
,6415 North Ave,,Palatine,IL,60067,US,42.129676,-88.044231
,8991 Liberty Cir,Apt 273,Elgin,IL,60123,US,42.046940,-88.271895
,3176 Walnut St,Apt 511,Wheaton,IL,60187,US,41.850273,-88.108482
,4491 Sixth Rd,Ste 681,Oak Park,IL,60302,US,41.903705,-87.769502
,5190 Bridge Cir,,Des Plaines,IL,60016,US,42.029691,-87.880970
,5501 Ferry Rd,,Evanston,IL,60201,US,42.030081,-87.700472
,7893 First Ct,Apt 576,Joliet,IL,60432,US,41.506130,-88.067614
The Grand,4301 First Rd,,Peoria,IL,61602,US,40.683023,-89.592204
Park View Condos,9380 Adams Ct,Unit 503,Downers Grove,IL,60515,US,41.793752,-88.018152
,6718 High Rd,,Downers Grove,IL,60515,US,41.820491,-88.020878
,3352 Washington Dr,,Schaumburg,IL,60193,US,42.016881,-88.096041
,6640 Eisenhower St,,Chicago,IL,60657,US,41.861410,-87.643575
,9510 Washington Ln,# 685,Berwyn,IL,60402,US,41.834021,-87.807914
,9228 River St,Apt 990,Skokie,IL,60076,US,42.018110,-87.732340
,7269 Sycamore St,,Alsip,IL,60803,US,41.657932,-87.735161
Northgate Apartments,5772 Holly Rd,# 740,Joliet,IL,60432,US,41.513191,-88.090952
,6965 Jefferson St,Unit 689,Waukegan,IL,60085,US,42.344882,-87.841820
The Grand,3624 Cedar Ave,,Evanston,IL,60202,US,42.033018,-87.667898
,8859 Main Cir,Apt 266,Cicero,IL,60804,US,41.826900,-87.745541
,5116 Birch Dr,# 360,Chicago,IL,60601,US,41.885384,-87.628109
,653 Broad Ave,,Palatine,IL,60067,US,42.100150,-88.027213
,1442 Eighth Ave,,Elgin,IL,60120,US,42.019764,-88.279136
,4922 Maple Ave,,Champaign,IL,61820,US,40.134568,-88.251118
,7339 Pine Pl,,Chicago,IL,60647,US,41.869878,-87.632047
,4294 Grant Pl,,Schaumburg,IL,60193,US,42.037767,-88.070083
,5329 Union Rd,Apt 758,Chicago,IL,60647,US,41.894697,-87.634516
,2314 River Dr,Unit 380,Chicago,IL,60625,US,41.892944,-87.613919
,7548 Birch Dr,,Evanston,IL,60201,US,42.061012,-87.706675
,203 Sunset Ter,,Midlothian,IL,60445,US,41.618815,-87.704417
,3923 Main St,,Cicero,IL,60804,US,41.859290,-87.746615
,9180 Maple Ave,,Dolton,IL,60419,US,41.642006,-87.614963
Lakefront Towers,2789 Orchard St,,Palatine,IL,60067,US,42.124851,-88.028496
,5789 Third St,Ste 392,Chicago,IL,60613,US,41.865210,-87.648667
Wabash Commons,6671 Academy Ter,,Waukegan,IL,60087,US,42.363671,-87.830757
,4836 Second Ave,# 900,Mount Prospect,IL,60056,US,42.062259,-87.940671
,5417 Birch Ter,Ste 224,Chicago,IL,60622,US,41.881366,-87.631689
,3205 Walnut Way,# 448,Harvey,IL,60426,US,41.605310,-87.640004
,4479 Evergreen Ter,# 599,Schaumburg,IL,60193,US,42.020249,-88.101450
Navy Pier Place,4137 Central St,Ste 610,Downers Grove,IL,60515,US,41.807689,-88.016979
,4257 Kennedy Dr,Unit 593,Mount Prospect,IL,60056,US,42.047313,-87.925097
,7001 Lincoln St,,Dolton,IL,60419,US,41.655015,-87.599880
,4847 East Way,,Chicago,IL,60630,US,41.863744,-87.622816
,9372 Laurel Blvd,,Chicago,IL,60651,US,41.891415,-87.649343
,1227 Maple St,# 589,Bloomington,IL,61701,US,40.478908,-89.000108
,4797 Sixth Rd,,Wheaton,IL,60187,US,41.873475,-88.112784
Navy Pier Place,9886 Birch Ter,,Decatur,IL,62523,US,39.825215,-88.946830
,2514 Eleventh Blvd,,Chicago,IL,60647,US,41.895140,-87.615853
Lakeshore Drive Apts,7001 Maple Dr,,Harvey,IL,60426,US,41.617808,-87.627642
,2983 Crest Ter,,Rockford,IL,61101,US,42.276988,-89.104906
,8325 Fourth Rd,# 160,Blue Island,IL,60406,US,41.666586,-87.668853
Oak Terrace,1120 Church St,,Joliet,IL,60432,US,41.520908,-88.067839
,8252 Oak Dr,,Normal,IL,61761,US,40.523589,-88.983232
,2865 Park Blvd,,Markham,IL,60428,US,41.582005,-87.710493
,5908 Truman Rd,Unit 362,Evanston,IL,60202,US,42.063477,-87.700263
,8810 Ridge Ct,# 611,Chicago,IL,60640,US,41.862755,-87.611980
,3782 Magnolia Dr,Apt 687,Blue Island,IL,60406,US,41.665021,-87.697213
,3960 Cedar Rd,,Downers Grove,IL,60515,US,41.827435,-88.018711
Northgate Apartments,2920 Park Dr,# 167,Skokie,IL,60076,US,42.049030,-87.731195
,7521 Cedar St,,Rockford,IL,61101,US,42.285662,-89.081716
,127 Central Rd,Unit 274,Berwyn,IL,60402,US,41.833350,-87.782602
,271 Cross Way,Apt 971,Normal,IL,61761,US,40.512346,-88.991902
Riverside Plaza,5009 Fifth Ln,Apt 742,Chicago,IL,60614,US,41.867739,-87.632272
The Pinnacle,3845 Fern Rd,# 900,Bloomington,IL,61701,US,40.487109,-88.978255
,2764 Birch Dr,,Berwyn,IL,60402,US,41.859273,-87.785586
,4159 Cedar Ln,,Calumet City,IL,60409,US,41.607268,-87.544442
,775 Bluff Way,Unit 82,Blue Island,IL,60406,US,41.643274,-87.673040
Park View Condos,8287 Wilson Ave,,Decatur,IL,62523,US,39.825227,-88.942186
,7665 Wilson Ave,,Lansing,IL,60438,US,41.573518,-87.557402
Maple Court,7023 Holly Ave,# 769,Chicago,IL,60618,US,41.877396,-87.640906
,3100 Adams Ln,,Chicago,IL,60613,US,41.893617,-87.627000
,4992 Hillside St,Unit 381,Springfield,IL,62701,US,39.789953,-89.666082
,2775 South St,,Skokie,IL,60076,US,42.035124,-87.753127
Navy Pier Place,6551 Valley Rd,Unit 664,Arlington Heights,IL,60004,US,42.073295,-87.973222
Riverside Plaza,6117 Park Ter,Apt 932,Chicago,IL,60641,US,41.891380,-87.613947
,4620 Magnolia Rd,,Urbana,IL,61801,US,40.120480,-88.221616
,3027 Hickory Ave,,Waukegan,IL,60087,US,42.347314,-87.835958
,5941 Central Way,,Downers Grove,IL,60515,US,41.789102,-88.019034
,744 Sunrise St,Unit 970,Arlington Heights,IL,60004,US,42.078142,-87.972903
,4736 High St,,Chicago,IL,60614,US,41.873714,-87.628466
,3161 Ivy Dr,Unit 246,Chicago,IL,60657,US,41.896576,-87.632298
,7087 Union Rd,Apt 965,Elgin,IL,60120,US,42.041929,-88.263057
,8586 Maple Dr,,Bolingbrook,IL,60440,US,41.688572,-88.052949
Wabash Commons,2313 Commerce St,,Lansing,IL,60438,US,41.566524,-87.529327
,5270 Eighth Cir,# 599,Chicago,IL,60625,US,41.884243,-87.612339
,8472 Second St,# 904,Evanston,IL,60202,US,42.055666,-87.695843
,8179 North St,,Des Plaines,IL,60016,US,42.018859,-87.874359
,8479 Eleventh Way,,Midlothian,IL,60445,US,41.626796,-87.706420
,8454 Academy Ter,Apt 452,Waukegan,IL,60087,US,42.379667,-87.841249
,1715 High St,,Chicago,IL,60622,US,41.876184,-87.638132
Park View Condos,8776 Fourth Ave,Unit 787,Springfield,IL,62701,US,39.797641,-89.669240
,3867 East Dr,Unit 560,Midlothian,IL,60445,US,41.612088,-87.725597
,458 Brook Way,,Chicago,IL,60618,US,41.860002,-87.639555
,851 Holly Blvd,Apt 185,Decatur,IL,62523,US,39.858439,-88.946419
Bucktown Row,9266 Creek Ave,# 595,Mount Prospect,IL,60056,US,42.084129,-87.948759
Navy Pier Place,8638 Grant Dr,# 140,Chicago,IL,60613,US,41.881580,-87.642458
,2005 Forest St,Apt 330,Chicago,IL,60647,US,41.877277,-87.649625
Cedar Ridge,6947 Eighth Cir,Unit 1,Oak Park,IL,60302,US,41.899575,-87.787109
,4892 Prairie St,,Chicago,IL,60625,US,41.859640,-87.641085
,2525 Sage Ave,,Oak Park,IL,60301,US,41.886929,-87.783155
Riverside Plaza,6945 Willow Way,,Midlothian,IL,60445,US,41.611277,-87.718558
Bucktown Row,475 West St,,Chicago,IL,60618,US,41.897325,-87.638079
,7929 Hickory Blvd,Apt 427,Decatur,IL,62523,US,39.846323,-88.969515
,4250 Creek St,,Chicago,IL,60630,US,41.866822,-87.625203
,2885 Sage St,Unit 275,Evanston,IL,60202,US,42.027621,-87.668062
,5090 Second Rd,Unit 231,Chicago,IL,60640,US,41.885719,-87.643634
,7712 Main Rd,Apt 571,Naperville,IL,60540,US,41.742387,-88.144815
,2517 Harvest Pl,Ste 806,Decatur,IL,62523,US,39.846329,-88.944688
Bucktown Row,2048 Academy Ave,Apt 652,Chicago,IL,60622,US,41.860341,-87.642943
,7297 Academy Rd,Unit 761,Wheaton,IL,60187,US,41.883080,-88.113370
Navy Pier Place,2851 River Rd,,Lansing,IL,60438,US,41.581229,-87.529852
,9429 University Ave,,Chicago,IL,60651,US,41.888557,-87.637479
,2613 Division Dr,,Aurora,IL,60505,US,41.753957,-88.322887
,6441 Twelfth Rd,Unit 98,Mount Prospect,IL,60056,US,42.074334,-87.941530
,5922 Tenth Dr,,Chicago,IL,60651,US,41.874964,-87.612828
Park View Condos,2812 Division Ave,,Schaumburg,IL,60193,US,42.048399,-88.070936
,8937 Roosevelt Way,Ste 465,Wheaton,IL,60187,US,41.857859,-88.087947
,2108 Ninth St,Apt 327,Alsip,IL,60803,US,41.653009,-87.750366
,7247 Glen Dr,Unit 371,Naperville,IL,60540,US,41.736450,-88.164716
,310 Hill Blvd,Ste 160,Aurora,IL,60505,US,41.774094,-88.323617
,2794 Hickory St,Apt 736,Chicago,IL,60622,US,41.872081,-87.626123
,4259 Mill Rd,,Calumet City,IL,60409,US,41.602840,-87.524499
Wicker Park Flats,753 South Ct,# 790,Chicago,IL,60651,US,41.876917,-87.641490
,9996 Sycamore Ave,# 613,Chicago,IL,60641,US,41.885674,-87.624393
,6684 Oak Ave,Unit 91,Joliet,IL,60432,US,41.535283,-88.063350
,5492 First St,,Tinley Park,IL,60477,US,41.584471,-87.777474
,1316 Maple Ave,# 309,Markham,IL,60428,US,41.591899,-87.680167
,3751 Kennedy Ter,,Orland Park,IL,60462,US,41.646720,-87.855452
,1502 Glen Ave,Ste 755,Chicago,IL,60640,US,41.882327,-87.611981
,6120 Ninth Cir,# 995,Chicago,IL,60601,US,41.881859,-87.644625
Maple Court,923 Cedar Dr,,Chicago,IL,60647,US,41.890156,-87.621234
